,VEIC,DTHR,COD_LINHA,coords,nearest,idx,distances
696348,BL300,2023-05-02 22:26:56-03:00,022,"(-25.42844, -49.229433)","[-25.428552475169827, -49.22921864108713]",0.14098690835850958,24.90484633650937
696349,BL300,2023-05-02 22:26:21-03:00,022,"(-25.427948, -49.234023)","[-25.42798504542839, -49.23393127138893]",0.1309164149043303,10.099097562195178
696350,BL300,2023-05-02 22:25:46-03:00,022,"(-25.427456, -49.238636)","[-25.427474769817174, -49.23875390939821]",0.12185297079556898,12.042323782814508
696351,BL300,2023-05-02 22:25:41-03:00,022,"(-25.427393, -49.239318)","[-25.427398940687965, -49.23945705050028]",0.12084592145015106,14.00368548189238
696352,BL300,2023-05-02 22:25:36-03:00,022,"(-25.427438, -49.240001)","[-25.42742738400482, -49.23995257039985]",0.11581067472306143,5.011854749352241
696353,BL300,2023-05-02 22:25:31-03:00,022,"(-25.427686, -49.24056)","[-25.42762590730264, -49.2405155690144]",0.11278952668680765,8.018346625662824
696354,BL300,2023-05-02 22:25:26-03:00,022,"(-25.427958, -49.240895)","[-25.427961435077883, -49.240959140807206]",0.10775427995971802,6.463623335474529
696355,BL300,2023-05-02 22:25:21-03:00,022,"(-25.4283, -49.241076)","[-25.428245367256032, -49.241072814417976]",0.10473313192346426,6.060655524749218
696356,BL300,2023-05-02 22:24:41-03:00,022,"(-25.4285, -49.241235)","[-25.428414461451954, -49.241211248907916]",0.10070493454179255,9.772482881158219
696357,BL300,2023-05-02 22:24:31-03:00,022,"(-25.428278, -49.241458)","[-25.42828952383252, -49.241464877029394]",0.09768378650553877,1.4520038896924452
696358,BL300,2023-05-02 22:24:16-03:00,022,"(-25.426818, -49.242161)","[-25.42691379287483, -49.24213891164811]",0.08962739174219536,10.84201216920749
696359,BL300,2023-05-02 22:24:11-03:00,022,"(-25.426338, -49.24234)","[-25.42645750081189, -49.24231290672867]",0.08761329305135952,13.515877050269626
696360,BL300,2023-05-02 22:23:46-03:00,022,"(-25.425976, -49.242403)","[-25.426102793046883, -49.24241797667788]",0.0866062437059416,14.126614603029347
696361,BL300,2023-05-02 22:23:36-03:00,022,"(-25.425825, -49.242435)","[-25.42573536763079, -49.24251567055228]",0.08559919436052367,12.823924307690882
696362,BL300,2023-05-02 22:23:31-03:00,022,"(-25.42552, -49.24253)","[-25.42573536763079, -49.24251567055228]",0.08559919436052367,23.901777159564197
696363,BL300,2023-05-02 22:23:26-03:00,022,"(-25.42493, -49.242565)","[-25.424933393026624, -49.2426324148812]",0.08257804632426989,6.792353540133132
696364,BL300,2023-05-02 22:23:06-03:00,022,"(-25.422566, -49.241133)","[-25.42264048909176, -49.24133547691923]",0.07250755287009064,21.97756344886382
696365,BL300,2023-05-02 22:22:56-03:00,022,"(-25.42139, -49.240201)","[-25.421156163717665, -49.240161685291696]",0.06847935548841894,26.204404875840297
696366,BL300,2023-05-02 22:22:51-03:00,022,"(-25.42081, -49.239808)","[-25.420746519209974, -49.23986580699329]",0.06646525679758308,9.12551588250875
696367,BL300,2023-05-02 22:22:36-03:00,022,"(-25.419128, -49.240415)","[-25.41897368772197, -49.24050318709544]",0.0553877139979859,19.25975976694467
696368,BL300,2023-05-02 22:22:26-03:00,022,"(-25.418285, -49.240906)","[-25.418282708993495, -49.24093192360533]",0.05236656596173213,2.620380531944701
696369,BL300,2023-05-02 22:22:21-03:00,022,"(-25.418028, -49.24109)","[-25.417941752408794, -49.24114323210529]",0.0513595166163142,10.952999995547286
696370,BL300,2023-05-02 22:21:41-03:00,022,"(-25.417996, -49.241323)","[-25.417923348461457, -49.241491922160776]",0.050352467270896276,18.80399083825411
696371,BL300,2023-05-02 22:21:16-03:00,022,"(-25.417823, -49.242883)","[-25.417823924733412, -49.242637234060794]",0.04833836858006042,24.725746012348036
696372,BL300,2023-05-02 22:20:21-03:00,022,"(-25.41751, -49.247421)","[-25.417431241201694, -49.24726893495102]",0.04229607250755287,17.611730424679777
696373,BL300,2023-05-02 22:20:16-03:00,022,"(-25.417488, -49.247773)","[-25.417374144323908, -49.24792591428877]",0.041289023162134945,19.893606911815304
696374,BL300,2023-05-02 22:20:06-03:00,022,"(-25.41695, -49.247908)","[-25.416757252819757, -49.24787698704283]",0.04028197381671702,21.579124519785715
696375,BL300,2023-05-02 22:19:56-03:00,022,"(-25.416041, -49.24784)","[-25.41603376681692, -49.24782101899825]",0.038267875125881166,2.070929778830618
696376,BL300,2023-05-02 22:19:51-03:00,022,"(-25.415468, -49.247788)","[-25.41534601425269, -49.24774325800543]",0.03625377643504532,14.243474763905436
696377,BL300,2023-05-02 22:19:46-03:00,022,"(-25.414933, -49.247741)","[-25.414856621877217, -49.247680578671066]",0.03423967774420947,10.418406414149823
696378,BL300,2023-05-02 22:19:36-03:00,022,"(-25.414173, -49.247096)","[-25.41408225243661, -49.24705665863485]",0.032225579053373615,10.804073245503602
696379,BL300,2023-05-02 22:19:31-03:00,022,"(-25.41378, -49.246655)","[-25.41349958040706, -49.24642468620425]",0.03121852970795569,38.75488554656895
696380,BL300,2023-05-02 22:19:26-03:00,022,"(-25.413353, -49.246288)","[-25.41336147764189, -49.24633199388944]",0.02920443101711984,4.524749525116433
696381,BL300,2023-05-02 22:19:21-03:00,022,"(-25.41284, -49.246333)","[-25.41279161508513, -49.24632554673974]",0.022155085599194362,5.412235707669961
696382,BL300,2023-05-02 22:19:06-03:00,022,"(-25.412033, -49.247036)","[-25.41226841327561, -49.24673567172249]",0.019133937562940583,39.914015292464555
696383,BL300,2023-05-02 22:18:56-03:00,022,"(-25.411251, -49.247713)","[-25.411214135094518, -49.24768558972983]",0.015105740181268883,4.927808899879927
696384,BL300,2023-05-02 22:18:51-03:00,022,"(-25.410911, -49.248061)","[-25.41090878844364, -49.24799206671264]",0.012084592145015106,6.939825174182394
696385,BL300,2023-05-02 22:18:21-03:00,022,"(-25.410738, -49.248211)","[-25.41090878844364, -49.24799206671264]",0.012084592145015106,29.037201857851137
696386,BL300,2023-05-02 22:18:16-03:00,022,"(-25.410593, -49.24833)","[-25.41041272770106, -49.24843718037397]",0.011077542799597181,22.695891054839606
696387,BL300,2023-05-02 22:18:11-03:00,022,"(-25.410243, -49.248596)","[-25.410106781134022, -49.24869090635019]",0.010070493454179255,17.857565095581233
696388,BL300,2023-05-02 22:18:01-03:00,022,"(-25.409696, -49.24906)","[-25.40993491474235, -49.24878748894321]",0.007049345417925478,38.10824976601002
696389,BL300,2023-05-02 22:17:46-03:00,022,"(-25.4084, -49.250125)","[-25.408057350770306, -49.250408274100096]",0.005035246727089627,47.46748014224717
696390,BL300,2023-05-02 22:17:31-03:00,022,"(-25.407031, -49.251295)","[-25.40684413053865, -49.25145997685701]",0.0030211480362537764,26.534355166856862
696391,BL300,2023-05-02 22:16:41-03:00,022,"(-25.406708, -49.251588)","[-25.40684413053865, -49.25145997685701]",0.0030211480362537764,19.832815304736407
696392,BL300,2023-05-02 22:16:36-03:00,022,"(-25.406575, -49.251711)","[-25.406337198731404, -49.251886875640714]",0.002014098690835851,31.73508007294455
696393,BL300,2023-05-02 22:16:26-03:00,022,"(-25.406498, -49.252066)","[-25.40648620669207, -49.25203156420009]",0.0010070493454179255,3.7028992041023567
696394,BL300,2023-05-02 22:13:26-03:00,022,"(-25.40678, -49.252318)","[-25.406759685587105, -49.25229062293886]",0.9979859013091642,3.5569483154032913
696395,BL300,2023-05-02 22:13:21-03:00,022,"(-25.40689, -49.252395)","[-25.406902326247646, -49.2524256056763]",0.9969788519637462,3.3685636476203435
696396,BL300,2023-05-02 22:13:16-03:00,022,"(-25.407161, -49.252638)","[-25.407224819481833, -49.2527309768791]",0.9949647532729103,11.725876527280317
696397,BL300,2023-05-02 22:13:11-03:00,022,"(-25.407358, -49.252868)","[-25.40744564129321, -49.252939586822784]",0.9939577039274925,12.08882668375093
696398,BL300,2023-05-02 22:13:01-03:00,022,"(-25.407368, -49.253293)","[-25.40744564129321, -49.252939586822784]",0.9939577039274925,36.58398566172146
696399,BL300,2023-05-02 22:12:36-03:00,022,"(-25.409008, -49.25485)","[-25.409651780614443, -49.254080868105575]",0.9879154078549849,105.2357563299141
696400,BL300,2023-05-02 22:12:16-03:00,022,"(-25.409211, -49.255051)","[-25.409719736645044, -49.254121187119836]",0.9869083585095669,109.21530183977222
696401,BL300,2023-05-02 22:12:06-03:00,022,"(-25.409745, -49.255493)","[-25.410003738607347, -49.254255134052755]",0.9848942598187311,127.80061640224116
696402,BL300,2023-05-02 22:11:36-03:00,022,"(-25.412585, -49.258123)","[-25.413714733509483, -49.25779821386709]",0.9526686807653575,129.34642571619872
696403,BL300,2023-05-02 22:11:21-03:00,022,"(-25.414065, -49.259445)","[-25.41450033492185, -49.26006109323664]",0.9395770392749244,78.53550866778097
696404,BL300,2023-05-02 22:11:11-03:00,022,"(-25.414555, -49.259928)","[-25.41450033492185, -49.26006109323664]",0.9395770392749244,14.696034474489792
696405,BL300,2023-05-02 22:11:06-03:00,022,"(-25.414413, -49.260186)","[-25.41450033492185, -49.26006109323664]",0.9395770392749244,15.859567047957736
696406,BL300,2023-05-02 22:11:01-03:00,022,"(-25.414041, -49.260646)","[-25.41425914875101, -49.26035891255685]",0.9385699899295066,37.6599713523309
696407,BL300,2023-05-02 22:10:56-03:00,022,"(-25.413581, -49.261235)","[-25.413483805958194, -49.2614361018351]",0.9365558912386707,22.919310316254617
696408,BL300,2023-05-02 22:10:51-03:00,022,"(-25.413245, -49.261945)","[-25.41326547073753, -49.26198088719036]",0.9335347432024169,4.2636902588871575
696409,BL300,2023-05-02 22:10:41-03:00,022,"(-25.412928, -49.263286)","[-25.41295704275262, -49.263204608895535]",0.9315206445115811,8.79812930629662
696410,BL300,2023-05-02 22:10:11-03:00,022,"(-25.412691, -49.265095)","[-25.412677221400813, -49.26520465118004]",0.9274924471299094,11.137130365001966
696411,BL300,2023-05-02 22:10:06-03:00,022,"(-25.412665, -49.265441)","[-25.412645270011406, -49.2655606256074]",0.9264853977844915,12.232419612530483
696412,BL300,2023-05-02 22:09:46-03:00,022,"(-25.413951, -49.265903)","[-25.413923627841264, -49.26592583191189]",0.9164149043303121,3.804115225114414
